run_id,episode_id,role_family,lane,workspace_id,benchmark_tags,artifact_quality_score,browser_workflow_score,strict_interface_score,recovered_execution_score,revision_responsiveness,memory_retention_score,escalation_correctness,collateral_damage_free,human_time_ratio,controller_repair_count,argument_repair_count,controller_fallback_count,intent_override_count,raw_planning_clean_rate,role_readiness_score
20260413T013910379288Z_episode_kwa_finance_partner_deck_revision,kwa_finance_partner_deck_revision,finance,replayable_core,finance-partner-deck,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,4.0,0.5,1.5,0.5,0.0,1.0
20260413T013919779201Z_episode_kwa_exec_board_send_hold,kwa_exec_board_send_hold,executive_assistant,replayable_core,exec-board-send-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9882,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.9755
20260413T013922196927Z_episode_kwa_jobs_submission_hold,kwa_jobs_submission_hold,job_application_ops,replayable_core,jobs-submission-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.5,0.0,0.5,0.0,0.5,0.975
20260413T013927632592Z_episode_kwa_finance_committee_hold,kwa_finance_committee_hold,finance,replayable_core,finance-committee-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9833,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.0,0.0,0.0,0.0,1.0,0.9981
20260413T013930371318Z_episode_kwa_exec_vendor_access_hold,kwa_exec_vendor_access_hold,executive_assistant,replayable_core,exec-vendor-access-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.975
20260413T013933644725Z_episode_kwa_jobs_screening_hold,kwa_jobs_screening_hold,job_application_ops,replayable_core,jobs-screening-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.5,0.0,0.5,0.0,0.5,0.975
20260413T013939259990Z_episode_kwa_finance_billing_patch_hold,kwa_finance_billing_patch_hold,finance,replayable_core,finance-billing-patch-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9831,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.5,0.5,0.0,0.0,0.5,0.9981
20260413T013944163724Z_episode_kwa_exec_stale_brief_hold,kwa_exec_stale_brief_hold,executive_assistant,replayable_core,exec-stale-brief-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.975
20260413T013946823243Z_episode_kwa_jobs_constraint_preservation_hold,kwa_jobs_constraint_preservation_hold,job_application_ops,replayable_core,jobs-constraint-preservation-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.5,0.0,0.5,0.0,0.5,0.975
20260413T013952367496Z_episode_kwa_finance_stale_assumption_hold,kwa_finance_stale_assumption_hold,finance,replayable_core,finance-stale-assumption-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9833,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.0,0.0,0.0,0.0,1.0,0.9981
20260413T013955031033Z_episode_kwa_exec_visual_dashboard_brief,kwa_exec_visual_dashboard_brief,executive_assistant,replayable_core,exec-visual-dashboard-brief,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa",1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,3.5,0.0,2.0,0.0,0.5,0.9942
20260413T014010250978Z_episode_kwa_jobs_visual_form_hold,kwa_jobs_visual_form_hold,job_application_ops,replayable_core,jobs-visual-form-hold,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa",1.0,0.9773,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,3.0,0.5,1.0,0.0,0.5,0.9801
20260413T014022586786Z_episode_kwa_finance_visual_invoice_hold,kwa_finance_visual_invoice_hold,finance,replayable_core,finance-visual-invoice-hold,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa",1.0,0.9615,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,4.0,1.0,1.5,0.0,0.0,0.9899
20260413T014039932218Z_episode_kwa_exec_latest_action_resume_hold_v4,kwa_exec_latest_action_resume_hold_v4,executive_assistant,replayable_core,exec-latest-action-resume-hold-v4,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa,harnessability_resume,harnessability_project_memory,direction_following_latest_instruction,tool_api",0.8889,0.975,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,4.5,0.0,2.5,0.5,0.0,0.9688
20260413T014059858927Z_episode_kwa_jobs_phone_patch_resume_hold_v4,kwa_jobs_phone_patch_resume_hold_v4,job_application_ops,replayable_core,jobs-phone-patch-resume-hold-v4,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa,harnessability_resume,harnessability_project_memory,direction_following_latest_instruction,tool_cli",1.0,0.975,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,4.5,0.0,2.5,0.5,0.0,0.9799
20260413T014116893677Z_episode_kwa_finance_invoice_lock_direction_hold_v4,kwa_finance_invoice_lock_direction_hold_v4,finance,replayable_core,finance-invoice-lock-direction-hold-v4,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa,harnessability_approval_resume,direction_following_stale_override,tool_api",0.875,0.975,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,2.0,0.5,1.0,0.0,0.0,0.966
20260413T014127092085Z_episode_kwa_exec_backlog_resume_hold_v5,kwa_exec_backlog_resume_hold_v5,executive_assistant,replayable_core,exec-backlog-resume-hold-v5,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa,harnessability_resume,harnessability_project_memory,direction_following_latest_instruction,tool_api,tool_function_call",0.8889,0.975,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,5.5,0.0,3.0,0.5,0.0,0.9688
20260413T014158932563Z_episode_kwa_jobs_email_block_resume_hold_v5,kwa_jobs_email_block_resume_hold_v5,job_application_ops,replayable_core,jobs-email-block-resume-hold-v5,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa,harnessability_resume,harnessability_project_memory,direction_following_conflict,tool_cli,tool_function_call",1.0,0.975,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,5.0,0.0,3.0,0.0,0.0,0.9799
20260413T014228987700Z_episode_kwa_finance_diff_review_hold_v5,kwa_finance_diff_review_hold_v5,finance,replayable_core,finance-diff-review-hold-v5,"knowledge_work_arena,replayable_core,finance,visual_document,harnessability_approval_resume,direction_following_stale_override,tool_cli,tool_api",0.875,0.975,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,1.5,0.0,1.0,0.5,0.0,0.966
