label,case_id,family,baseline_failure_mode,candidate_failure_mode,delta_exact_match,delta_executor_equivalence_match,transition
oblique_code_hints_v6,component_value_priority_chip_table_decoy,visual_argument_transfer_component_value_nonpill,executable_paraphrase,argument_mismatch,0,-1,regression
oblique_code_hints_v6,component_value_result_pill_log_decoy,visual_argument_transfer_component_value_pill,exact,exact,0,0,unchanged
oblique_code_hints_v6,component_value_risk_badge_stale_selection_decoy,visual_tool_routing_component_value,exact,no_tool_call,-1,-1,regression
oblique_code_hints_v6,component_value_severity_pill_chart_decoy,visual_argument_transfer_component_value_pill,exact,exact,0,0,unchanged
oblique_code_hints_v6,component_value_state_pill_note_decoy,visual_argument_transfer_component_value_pill,exact,no_tool_call,-1,-1,regression
oblique_code_hints_v6,component_value_status_badge_email_decoy,visual_argument_transfer_component_value_nonpill,no_tool_call,no_tool_call,0,0,unchanged
schema_field_hints_v4,component_value_owner_field_stale_selection_decoy,visual_tool_routing_component_value,no_tool_call,exact,1,1,strict_gain
schema_field_hints_v4,component_value_phase_tile_ticket_decoy,visual_argument_transfer_component_value_nonpill,exact,argument_mismatch,-1,-1,regression
schema_field_hints_v4,component_value_priority_chip_table_decoy,visual_argument_transfer_component_value_nonpill,executable_paraphrase,argument_mismatch,0,-1,regression
schema_field_hints_v4,component_value_result_pill_log_decoy,visual_argument_transfer_component_value_pill,exact,executable_paraphrase,-1,0,regression
schema_field_hints_v4,component_value_risk_badge_stale_selection_decoy,visual_tool_routing_component_value,exact,exact,0,0,unchanged
schema_field_hints_v4,component_value_severity_pill_chart_decoy,visual_argument_transfer_component_value_pill,exact,argument_mismatch,-1,-1,regression
schema_field_hints_v4,component_value_state_pill_note_decoy,visual_argument_transfer_component_value_pill,exact,exact,0,0,unchanged
schema_field_hints_v4,component_value_status_badge_email_decoy,visual_argument_transfer_component_value_nonpill,no_tool_call,argument_mismatch,0,0,unchanged
