run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,answer_match,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,evidence_hit_rate,exact_match,final_state_match,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,mrr,ndcg,prompt_tokens,recall_at_k,recovery_correct,steps_taken,success,token_budget_used,tool_exact
20260409T134249Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_language_fr,retr_010_rollout_mode,retr_010_rollout_mode_language_fr,retrieval,hybrid,mlx,False,fr,,,,none,1.0,,0,14,0,1.0,,,0.0,,499,0.0,1.0,1.0,200,1.0,,0,1.0,2,
20260409T134250Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_context_long_history,retr_010_rollout_mode,retr_010_rollout_mode_context_long_history,retrieval,hybrid,mlx,False,,,long_history,,none,1.0,,0,14,0,1.0,,,0.0,,539,0.0,1.0,1.0,233,1.0,,0,1.0,2,
20260409T134250Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_efficiency_top_k_3,retr_010_rollout_mode,retr_010_rollout_mode_efficiency_top_k_3,retrieval,hybrid,mlx,False,,,,top_k_3,none,1.0,,0,14,0,1.0,,,0.0,,501,0.0,1.0,1.0,197,1.0,,0,1.0,2,
20260409T134309Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_clean,agent_002_reschedule_sarah,agent_002_reschedule_sarah_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,17185,0.0,,,479,,1.0,2,1.0,,1.0
20260409T134311Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_language_fr,agent_002_reschedule_sarah,agent_002_reschedule_sarah_language_fr,full_stack,modular,mlx,False,fr,,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1565,0.0,,,482,,1.0,2,1.0,,1.0
20260409T134312Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_schema_validator_feedback,agent_002_reschedule_sarah,agent_002_reschedule_sarah_schema_validator_feedback,full_stack,modular,mlx,False,,validator_feedback,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1523,0.0,,,479,,1.0,2,1.0,,1.0
20260409T134314Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_context_changed_constraint,agent_002_reschedule_sarah,agent_002_reschedule_sarah_context_changed_constraint,full_stack,modular,mlx,False,,,changed_constraint,,none,1.0,1.0,0,75,0,,,1.0,0.0,1.0,1716,0.0,,,496,,1.0,2,1.0,,1.0
20260409T134315Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_efficiency_truncation_compact,agent_002_reschedule_sarah,agent_002_reschedule_sarah_efficiency_truncation_compact,full_stack,modular,mlx,False,,,,truncation_compact,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1525,0.0,,,479,,1.0,2,1.0,,1.0
20260409T134317Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_crossed,agent_002_reschedule_sarah,agent_002_reschedule_sarah_crossed,full_stack,modular,mlx,False,fr,,changed_constraint,truncation_compact,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1549,0.0,,,482,,1.0,2,1.0,,1.0
20260409T134318Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_clean,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,812,0.0,,,366,,1.0,3,1.0,,1.0
20260409T134319Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_language_fr,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_language_fr,full_stack,modular,mlx,False,fr,,,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,816,0.0,,,369,,1.0,3,1.0,,1.0
20260409T134319Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_schema_validator_feedback,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_schema_validator_feedback,full_stack,modular,mlx,False,,validator_feedback,,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,811,0.0,,,366,,1.0,3,1.0,,1.0
20260409T134320Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_context_changed_constraint,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_context_changed_constraint,full_stack,modular,mlx,False,,,changed_constraint,,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,817,0.0,,,383,,1.0,3,1.0,,1.0
20260409T134321Z_modular_agent_010_parallel_audit_patch_agent_010_parallel_audit_patch_efficiency_truncation_compact,agent_010_parallel_audit_patch,agent_010_parallel_audit_patch_efficiency_truncation_compact,full_stack,modular,mlx,False,,,,truncation_compact,none,1.0,1.0,0,22,0,,,1.0,0.0,1.0,819,0.0,,,366,,1.0,3,1.0,,1.0
