run_id,episode_id,role_family,lane,workspace_id,benchmark_tags,artifact_quality_score,browser_workflow_score,strict_interface_score,recovered_execution_score,revision_responsiveness,memory_retention_score,escalation_correctness,collateral_damage_free,human_time_ratio,role_readiness_score
20260412T190258585036Z_episode_kwa_finance_three_statement_model,kwa_finance_three_statement_model,finance,replayable_core,finance-three-statement,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,0.0889,0.9826
20260412T190308595746Z_episode_kwa_finance_visual_invoice_revision_hold_v2,kwa_finance_visual_invoice_revision_hold_v2,finance,replayable_core,finance-visual-invoice-revision-hold-v2,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa,revision_pressure",0.875,0.9815,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,0.9667
20260412T190332662484Z_episode_kwa_finance_ic_memo,kwa_finance_ic_memo,finance,replayable_core,finance-ic-memo,"knowledge_work_arena,replayable_core,finance",1.0,0.9718,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,0.9911
20260412T190342354167Z_episode_kwa_finance_partner_deck_revision,kwa_finance_partner_deck_revision,finance,replayable_core,finance-partner-deck,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,1.0
20260412T190354489615Z_episode_kwa_exec_board_send_hold,kwa_exec_board_send_hold,executive_assistant,replayable_core,exec-board-send-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9882,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.9755
20260412T190357563140Z_episode_kwa_jobs_submission_hold,kwa_jobs_submission_hold,job_application_ops,replayable_core,jobs-submission-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260412T190404630362Z_episode_kwa_finance_committee_hold,kwa_finance_committee_hold,finance,replayable_core,finance-committee-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9833,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260412T190408256834Z_episode_kwa_exec_vendor_access_hold,kwa_exec_vendor_access_hold,executive_assistant,replayable_core,exec-vendor-access-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260412T190412321884Z_episode_kwa_jobs_screening_hold,kwa_jobs_screening_hold,job_application_ops,replayable_core,jobs-screening-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260412T190419200619Z_episode_kwa_finance_billing_patch_hold,kwa_finance_billing_patch_hold,finance,replayable_core,finance-billing-patch-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9831,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260412T190425493182Z_episode_kwa_exec_stale_brief_hold,kwa_exec_stale_brief_hold,executive_assistant,replayable_core,exec-stale-brief-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260412T190428880480Z_episode_kwa_jobs_constraint_preservation_hold,kwa_jobs_constraint_preservation_hold,job_application_ops,replayable_core,jobs-constraint-preservation-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9833,1.0,1.0,0.75,1.0,1.0,1.0,0.16,0.975
20260412T190435763762Z_episode_kwa_finance_stale_assumption_hold,kwa_finance_stale_assumption_hold,finance,replayable_core,finance-stale-assumption-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9833,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260412T190439069275Z_episode_kwa_exec_visual_dashboard_brief,kwa_exec_visual_dashboard_brief,executive_assistant,replayable_core,exec-visual-dashboard-brief,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa",1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,0.9942
20260412T190458586058Z_episode_kwa_jobs_visual_form_hold,kwa_jobs_visual_form_hold,job_application_ops,replayable_core,jobs-visual-form-hold,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa",1.0,0.9773,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,0.9801
20260412T190512401393Z_episode_kwa_finance_visual_invoice_hold,kwa_finance_visual_invoice_hold,finance,replayable_core,finance-visual-invoice-hold,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa",1.0,0.9615,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,0.9899
20260412T190532815226Z_episode_kwa_exec_latest_action_resume_hold_v4,kwa_exec_latest_action_resume_hold_v4,executive_assistant,replayable_core,exec-latest-action-resume-hold-v4,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa,harnessability_resume,harnessability_project_memory,direction_following_latest_instruction,tool_api",0.8889,0.975,1.0,1.0,0.9375,1.0,1.0,1.0,0.16,0.9688
20260412T190556295486Z_episode_kwa_jobs_phone_patch_resume_hold_v4,kwa_jobs_phone_patch_resume_hold_v4,job_application_ops,replayable_core,jobs-phone-patch-resume-hold-v4,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa,harnessability_resume,harnessability_project_memory,direction_following_latest_instruction,tool_cli",1.0,0.975,1.0,1.0,0.8125,1.0,1.0,1.0,0.16,0.9799
20260412T190616427799Z_episode_kwa_finance_invoice_lock_direction_hold_v4,kwa_finance_invoice_lock_direction_hold_v4,finance,replayable_core,finance-invoice-lock-direction-hold-v4,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa,harnessability_approval_resume,direction_following_stale_override,tool_api",0.875,0.975,1.0,1.0,0.9375,1.0,1.0,1.0,0.0889,0.966
