run_id,episode_id,role_family,lane,workspace_id,benchmark_tags,artifact_quality_score,browser_workflow_score,strict_interface_score,recovered_execution_score,revision_responsiveness,memory_retention_score,escalation_correctness,collateral_damage_free,human_time_ratio,role_readiness_score
20260410T222250676777Z_episode_kwa_finance_ic_memo,kwa_finance_ic_memo,finance,replayable_core,finance-ic-memo,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0889,0.9537
20260410T222258974641Z_episode_kwa_finance_partner_deck_revision,kwa_finance_partner_deck_revision,finance,replayable_core,finance-partner-deck,"knowledge_work_arena,replayable_core,finance",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,1.0
20260410T222312982353Z_episode_kwa_exec_board_send_hold,kwa_exec_board_send_hold,executive_assistant,replayable_core,exec-board-send-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9877,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9292
20260410T222316198468Z_episode_kwa_jobs_submission_hold,kwa_jobs_submission_hold,job_application_ops,replayable_core,jobs-submission-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9828,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9286
20260410T222325558880Z_episode_kwa_finance_committee_hold,kwa_finance_committee_hold,finance,replayable_core,finance-committee-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9828,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260410T222328656325Z_episode_kwa_exec_vendor_access_hold,kwa_exec_vendor_access_hold,executive_assistant,replayable_core,exec-vendor-access-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9828,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9286
20260410T222333104825Z_episode_kwa_jobs_screening_hold,kwa_jobs_screening_hold,job_application_ops,replayable_core,jobs-screening-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9828,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9286
20260410T222342450961Z_episode_kwa_finance_billing_patch_hold,kwa_finance_billing_patch_hold,finance,replayable_core,finance-billing-patch-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9828,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260410T222348980090Z_episode_kwa_exec_stale_brief_hold,kwa_exec_stale_brief_hold,executive_assistant,replayable_core,exec-stale-brief-hold,"knowledge_work_arena,replayable_core,executive_assistant",1.0,0.9828,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9286
20260410T222352994304Z_episode_kwa_jobs_constraint_preservation_hold,kwa_jobs_constraint_preservation_hold,job_application_ops,replayable_core,jobs-constraint-preservation-hold,"knowledge_work_arena,replayable_core,job_application_ops",1.0,0.9828,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9286
20260410T222401301571Z_episode_kwa_finance_stale_assumption_hold,kwa_finance_stale_assumption_hold,finance,replayable_core,finance-stale-assumption-hold,"knowledge_work_arena,replayable_core,finance",1.0,0.9828,1.0,1.0,1.0,1.0,1.0,1.0,0.0889,0.9981
20260410T222405820033Z_episode_kwa_exec_visual_dashboard_brief,kwa_exec_visual_dashboard_brief,executive_assistant,replayable_core,exec-visual-dashboard-brief,"knowledge_work_arena,replayable_core,executive_assistant,visual_ui_ops,visual_kwa",0.8333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.16,0.9198
20260410T222425833627Z_episode_kwa_jobs_visual_form_hold,kwa_jobs_visual_form_hold,job_application_ops,replayable_core,jobs-visual-form-hold,"knowledge_work_arena,replayable_core,job_application_ops,visual_ui_ops,visual_kwa",1.0,0.9762,1.0,1.0,0.25,1.0,1.0,1.0,0.16,0.9279
20260410T222441518246Z_episode_kwa_finance_visual_invoice_hold,kwa_finance_visual_invoice_hold,finance,replayable_core,finance-visual-invoice-hold,"knowledge_work_arena,replayable_core,finance,visual_document,visual_kwa",0.7692,0.9583,1.0,1.0,0.5,1.0,1.0,1.0,0.0889,0.9021
